ray_id,ray_name,voxel_id,voxel_center_global_x,voxel_center_global_y,voxel_center_global_z,voxel_center_local_x,voxel_center_local_y,voxel_center_local_z,ray_origin_point,ray_origin_point,ray_origin_point,ray_target_position,ray_target_position,ray_target_position,x_collision_point,y_collision_point,z_collision_point,collision_point_global,collider_name,ray_length,voxwl_size,eye_global_position_x,eye_global_position_y,eye_global_position_z,eye_global_rotation_deg_x,eye_global_rotation_deg_y,eye_global_rotation_deg_z
0,left road,0,-3.50500011444092,0.09999999403954,5.5,-3.45000004768372,-0.40000000596046,-1.45000004768372,-3.50500011444092,0.09999999403954,5.5,-1.34677386283875,1.20472991466522,10.4573059082031,-2.33999085426331,0.69633257389069,8.17595100402832,"(-2.339991, 0.696333, 8.175951)",truck body CS,5.51844644546509,0.1,-1.34677386283875,1.20472991466522,10.4573059082031,-0.00107766577982,-179.508245049094,-0.00001072220208
1,left road,1,-3.40499997138977,0.09999999403954,5.5,-3.34999990463257,-0.40000000596046,-1.45000004768372,-3.40499997138977,0.09999999403954,5.5,-1.34677386283875,1.20472991466522,10.4573059082031,-2.30163192749023,0.69222044944763,8.15749835968018,"(-2.301632, 0.69222, 8.157498)",truck body CS,5.48010969161987,0.1,-1.34677386283875,1.20472991466522,10.4573059082031,-0.00107766577982,-179.508245049094,-0.00001072220208
2,left road,2,-3.3050000667572,0.09999999403954,5.5,-3.25,-0.40000000596046,-1.45000004768372,-3.3050000667572,0.09999999403954,5.5,-1.34677386283875,1.20472991466522,10.4573059082031,-2.26213121414185,0.68833267688751,8.14005279541016,"(-2.262131, 0.688333, 8.140053)",truck body CS,5.44334077835083,0.1,-1.34677386283875,1.20472991466522,10.4573059082031,-0.00107766577982,-179.508245049094,-0.00001072220208
3,left road,3,-3.20500016212463,0.09999999403954,5.5,-3.15000009536743,-0.40000000596046,-1.45000004768372,-3.20500016212463,0.09999999403954,5.5,-1.34677386283875,1.20472991466522,10.4573059082031,-2.22090077400208,0.68505477905273,8.12534332275391,"(-2.220901, 0.685055, 8.125343)",truck body CS,5.4081711769104,0.1,-1.34677386283875,1.20472991466522,10.4573059082031,-0.00107766577982,-179.508245049094,-0.00001072220208
4,left road,4,-3.10500001907349,0.09999999403954,5.5,-3.04999995231628,-0.40000000596046,-1.45000004768372,-3.10500001907349,0.09999999403954,5.5,-1.34677386283875,1.20472991466522,10.4573059082031,-2.17796778678894,0.68247359991074,8.11376094818115,"(-2.177968, 0.682474, 8.113761)",truck body CS,5.37463188171387,0.1,-1.34677386283875,1.20472991466522,10.4573059082031,-0.00107766577982,-179.508245049094,-0.00001072220208
5,left road,5,-3.00500011444092,0.09999999403954,5.5,-2.95000004768372,-0.40000000596046,-1.45000004768372,-3.00500011444092,0.09999999403954,5.5,-1.34677386283875,1.20472991466522,10.4573059082031,-2.13417720794678,0.68015247583389,8.10334491729736,"(-2.134177, 0.680152, 8.103345)",truck body CS,5.34275436401367,0.1,-1.34677386283875,1.20472991466522,10.4573059082031,-0.00107766577982,-179.508245049094,-0.00001072220208
6,left road,6,-2.90499997138977,0.09999999403954,5.5,-2.84999990463257,-0.40000000596046,-1.45000004768372,-2.90499997138977,0.09999999403954,5.5,-1.34677386283875,1.20472991466522,10.4573059082031,-2.08956813812256,0.67811381816864,8.09419727325439,"(-2.089568, 0.678114, 8.094197)",truck body CS,5.31256818771362,0.1,-1.34677386283875,1.20472991466522,10.4573059082031,-0.00107766577982,-179.508245049094,-0.00001072220208
7,left road,7,-2.8050000667572,0.09999999403954,5.5,-2.75,-0.40000000596046,-1.45000004768372,-2.8050000667572,0.09999999403954,5.5,-1.34677386283875,1.20472991466522,10.4573059082031,-2.04426550865173,0.6763209104538,8.08615207672119,"(-2.044266, 0.676321, 8.086152)",truck body CS,5.28410196304321,0.1,-1.34677386283875,1.20472991466522,10.4573059082031,-0.00107766577982,-179.508245049094,-0.00001072220208
8,left road,8,-2.70500016212463,0.09999999403954,5.5,-2.65000009536743,-0.40000000596046,-1.45000004768372,-2.70500016212463,0.09999999403954,5.5,-1.34677386283875,1.20472991466522,10.4573059082031,-1.99864935874939,0.67451912164688,8.07806587219238,"(-1.998649, 0.674519, 8.078066)",truck body CS,5.25738430023193,0.1,-1.34677386283875,1.20472991466522,10.4573059082031,-0.00107766577982,-179.508245049094,-0.00001072220208
9,left road,9,-2.60500001907349,0.09999999403954,5.5,-2.54999995231628,-0.40000000596046,-1.45000004768372,-2.60500001907349,0.09999999403954,5.5,-1.34677386283875,1.20472991466522,10.4573059082031,-1.95220601558685,0.67315697669983,8.07195377349854,"(-1.952206, 0.673157, 8.071954)",truck body CS,5.23244142532349,0.1,-1.34677386283875,1.20472991466522,10.4573059082031,-0.00107766577982,-179.508245049094,-0.00001072220208
