point_id,local_x,local_y,local_z,global_x,global_y,global_z
156,-1.75318908691406,0.00001140934182,4.48840045928955,-1.75318908691406,0.10001140832901,4.48840045928955
157,-1.75371241569519,0.00001255614188,4.6603102684021,-1.75371241569519,0.10001255571842,4.6603102684021
158,-1.75414490699768,0.00001350417733,4.83272361755371,-1.75414490699768,0.10001350939274,4.83272361755371
159,-1.75448977947235,0.00001425977825,5.00551509857178,-1.75448977947235,0.10001426190138,5.00551509857178
160,-1.75474965572357,0.00001482927473,5.1785626411438,-1.75474965572357,0.1000148281455,5.1785626411438
161,-1.75492739677429,0.00001521899685,5.35174179077148,-1.75492739677429,0.10001522302628,5.35174179077148
162,-1.75502610206604,0.00001543527469,5.5249285697937,-1.75502610206604,0.10001543909311,5.5249285697937
163,-1.75504863262177,0.00001548443834,5.69799947738647,-1.75504863262177,0.1000154837966,5.69799947738647
164,-1.75499761104584,0.00001537281787,5.87083196640015,-1.75499761104584,0.10001537203789,5.87083196640015
165,-1.75487613677979,0.00001510674338,6.04330205917358,-1.75487613677979,0.10001511126757,6.04330205917358
166,-1.75468719005585,0.00001469254494,6.2152853012085,-1.75468719005585,0.10001469403505,6.2152853012085
167,-1.75443351268768,0.00001413655264,6.38665819168091,-1.75443351268768,0.10001413524151,6.38665819168091
168,-1.75411796569824,0.00001344509656,6.55729722976685,-1.75411796569824,0.10001344978809,6.55729722976685
169,-1.75374352931976,0.00001262450678,6.72707891464233,-1.75374352931976,0.10001262277365,6.72707891464233
170,-1.7533130645752,0.00001168111339,6.89588069915771,-1.7533130645752,0.10001168400049,6.89588069915771
171,-1.75282943248749,0.00001062124647,7.06357669830322,-1.75282943248749,0.10001062601805,7.06357669830322
172,-1.75229549407959,0.00000945123611,7.23004531860352,-1.75229549407959,0.10000945627689,7.23004531860352
173,-1.75171434879303,0.00000817741238,7.39516258239746,-1.75171434879303,0.10000818222761,7.39516258239746
174,-1.75108861923218,0.00000680610538,7.55880355834961,-1.75108861923218,0.1000068038702,7.55880355834961
175,-1.75042116641998,0.00000534364517,7.72084617614746,-1.75042116641998,0.1000053435564,7.72084617614746
176,-1.74971520900726,0.00000379636185,7.88116502761841,-1.74971520900726,0.10000380128622,7.88116502761841
177,-1.74897336959839,0.0000021705855,8.03963851928711,-1.74897336959839,0.10000216960907,8.03963851928711
178,-1.74819850921631,0.00000047264621,8.19614219665527,-1.74819850921631,0.10000047087669,8.19614219665527
179,-1.74739372730255,-0.00000129112595,8.35055160522461,-1.74739372730255,0.09999871253967,8.35055160522461
180,-1.74656176567078,-0.0000031144009,8.50274467468262,-1.74656176567078,0.09999688714743,8.50274467468262
181,-1.74570560455322,-0.00000499084854,8.65259647369385,-1.74570560455322,0.09999500960112,8.65259647369385
182,-1.74482786655426,-0.00000691413879,8.79998397827148,-1.74482786655426,0.09999308735132,8.79998397827148
183,-1.74393177032471,-0.00000887794158,8.94478225708008,-1.74393177032471,0.09999112039804,8.94478225708008
184,-1.74302005767822,-0.00001087592682,9.08687019348145,-1.74302005767822,0.09998912364244,9.08687019348145
185,-1.74209558963776,-0.00001290176442,9.22612380981445,-1.74209558963776,0.09998709708452,9.22612380981445
186,-1.74116158485413,-0.00001494912431,9.36241626739502,-1.74116158485413,0.09998505562544,9.36241626739502
187,-1.74022018909454,-0.00001701167639,9.49562644958496,-1.74022018909454,0.09998299181461,9.49562644958496
188,-1.73927509784698,-0.00001908309059,9.62563133239746,-1.73927509784698,0.09998092055321,9.62563133239746
189,-1.73832869529724,-0.00002115703683,9.75230693817139,-1.73832869529724,0.09997884184122,9.75230693817139
190,-1.73738408088684,-0.00002322718501,9.87552833557129,-1.73738408088684,0.0999767780304,9.87552833557129
191,-1.73644411563873,-0.00002528720506,9.99517250061035,-1.73644411563873,0.09997471421957,9.99517250061035
192,-1.73551154136658,-0.0000273307669,10.1111164093018,-1.73551154136658,0.09997267276049,10.1111164093018
193,-1.7345894575119,-0.00002935154043,10.2232360839844,-1.7345894575119,0.09997065365314,10.2232360839844
194,-1.73368060588837,-0.00003134319559,10.3314075469971,-1.73368060588837,0.09996865689754,10.3314075469971
195,-1.7327880859375,-0.00003329940228,10.435507774353,-1.7327880859375,0.09996670484543,10.435507774353
196,-1.73191440105438,-0.00003521383042,10.5354118347168,-1.73191440105438,0.09996479004622,10.5354118347168
197,-1.7302360534668,-0.00003889203072,10.7221412658691,-1.7302360534668,0.0999611094594,10.7221412658691
198,-1.7286684513092,-0.00004232715582,10.890606880188,-1.7286684513092,0.09995767474174,10.890606880188
199,-1.72723507881165,-0.00004546856508,11.0398178100586,-1.72723507881165,0.09995453059673,11.0398178100586
200,-1.72595870494843,-0.00004826561781,11.1687879562378,-1.72595870494843,0.09995173662901,11.1687879562378
201,-1.7248626947403,-0.00005066767335,11.2765264511108,-1.7248626947403,0.09994933009148,11.2765264511108
202,-1.7227429151535,-0.00005531311035,11.4753875732422,-1.7227429151535,0.09994468837976,11.4753875732422
