ray_id,ray_name,voxel_id,voxel_center_global_x,voxel_center_global_y,voxel_center_global_z,voxel_center_local_x,voxel_center_local_y,voxel_center_local_z,ray_origin_point,ray_origin_point,ray_origin_point,ray_target_position,ray_target_position,ray_target_position,x_collision_point,y_collision_point,z_collision_point,collision_point_global,collider_name,ray_length,voxwl_size,eye_global_position_x,eye_global_position_y,eye_global_position_z,eye_global_rotation_deg_x,eye_global_rotation_deg_y,eye_global_rotation_deg_z
0,left road,0,-3.50500011444092,0.19999998807907,5.5,-3.45000004768372,-0.80000001192093,-1.45000004768372,-3.50500011444092,0.19999998807907,5.5,-1.23048341274261,1.20474028587341,1.84205114841461,-2.43175387382507,0.67409366369247,3.77397179603577,"(-2.431754, 0.674094, 3.773972)",truck body CS,4.42306661605835,0.1,-1.23048341274261,1.20474028587341,1.84205114841461,0.00069201694293,169.288246654382,-0.0001521789383
1,left road,1,-3.40499997138977,0.19999998807907,5.5,-3.34999990463257,-0.80000001192093,-1.45000004768372,-3.40499997138977,0.19999998807907,5.5,-1.23048341274261,1.20474028587341,1.84205114841461,-2.38463258743286,0.67146301269531,3.7835488319397,"(-2.384633, 0.671463, 3.783549)",truck body CS,4.37248420715332,0.1,-1.23048341274261,1.20474028587341,1.84205114841461,0.00069201694293,169.288246654382,-0.0001521789383
2,left road,2,-3.3050000667572,0.19999998807907,5.5,-3.25,-0.80000001192093,-1.45000004768372,-3.3050000667572,0.19999998807907,5.5,-1.23048341274261,1.20474028587341,1.84205114841461,-2.3462176322937,0.66436237096786,3.80940055847168,"(-2.346218, 0.664362, 3.809401)",truck body CS,4.32362270355225,0.1,-1.23048341274261,1.20474028587341,1.84205114841461,0.00069201694293,169.288246654382,-0.0001521789383
3,left road,3,-3.20500016212463,0.19999998807907,5.5,-3.15000009536743,-0.80000001192093,-1.45000004768372,-3.20500016212463,0.19999998807907,5.5,-1.23048341274261,1.20474028587341,1.84205114841461,-2.26668334007263,0.67746609449387,3.76169395446777,"(-2.266683, 0.677466, 3.761694)",truck body CS,4.2765417098999,0.1,-1.23048341274261,1.20474028587341,1.84205114841461,0.00069201694293,169.288246654382,-0.0001521789383
4,left road,4,-3.10500001907349,0.19999998807907,5.5,-3.04999995231628,-0.80000001192093,-1.45000004768372,-3.10500001907349,0.19999998807907,5.5,-1.23048341274261,1.20474028587341,1.84205114841461,-2.223548412323,0.67245769500732,3.77992749214172,"(-2.223548, 0.672458, 3.779927)",truck body CS,4.23130083084106,0.1,-1.23048341274261,1.20474028587341,1.84205114841461,0.00069201694293,169.288246654382,-0.0001521789383
5,left road,5,-3.00500011444092,0.19999998807907,5.5,-2.95000004768372,-0.80000001192093,-1.45000004768372,-3.00500011444092,0.19999998807907,5.5,-1.23048341274261,1.20474028587341,1.84205114841461,-2.21758794784546,0.64583671092987,3.87684655189514,"(-2.217588, 0.645837, 3.876847)",truck body CS,4.18795919418335,0.1,-1.23048341274261,1.20474028587341,1.84205114841461,0.00069201694293,169.288246654382,-0.0001521789383
6,left road,6,-2.90499997138977,0.19999998807907,5.5,-2.84999990463257,-0.80000001192093,-1.45000004768372,-2.90499997138977,0.19999998807907,5.5,-1.23048341274261,1.20474028587341,1.84205114841461,-2.17238354682922,0.63958317041397,3.89961385726929,"(-2.172384, 0.639583, 3.899614)",truck body CS,4.14657688140869,0.1,-1.23048341274261,1.20474028587341,1.84205114841461,0.00069201694293,169.288246654382,-0.0001521789383
7,left road,7,-2.8050000667572,0.19999998807907,5.5,-2.75,-0.80000001192093,-1.45000004768372,-2.8050000667572,0.19999998807907,5.5,-1.23048341274261,1.20474028587341,1.84205114841461,-2.12261343002319,0.63544875383377,3.91466569900513,"(-2.122613, 0.635449, 3.914666)",truck body CS,4.10721254348755,0.1,-1.23048341274261,1.20474028587341,1.84205114841461,0.00069201694293,169.288246654382,-0.0001521789383
8,left road,8,-2.70500016212463,0.19999998807907,5.5,-2.65000009536743,-0.80000001192093,-1.45000004768372,-2.70500016212463,0.19999998807907,5.5,-1.23048341274261,1.20474028587341,1.84205114841461,-2.02145552635193,0.66576945781708,3.80427765846252,"(-2.021456, 0.665769, 3.804278)",truck body CS,4.06992530822754,0.1,-1.23048341274261,1.20474028587341,1.84205114841461,0.00069201694293,169.288246654382,-0.0001521789383
9,left road,9,-2.60500001907349,0.19999998807907,5.5,-2.54999995231628,-0.80000001192093,-1.45000004768372,-2.60500001907349,0.19999998807907,5.5,-1.23048341274261,1.20474028587341,1.84205114841461,-1.97135782241821,0.66317802667618,3.81371212005615,"(-1.971358, 0.663178, 3.813712)",truck body CS,4.03477239608765,0.1,-1.23048341274261,1.20474028587341,1.84205114841461,0.00069201694293,169.288246654382,-0.0001521789383
